time,open,high,low,close,volume
2020-07-30,735.3,746.74,735.3,746.02,51151920
2020-07-31,745.33,747.56,731.14,740.73,58079130
2020-08-03,740.33,758.3,738.64,757.86,75712850
2020-08-04,759.19,768.46,759.19,768.22,62080110
2020-08-05,767.54,782.09,761.26,780.71,84975870
2020-08-06,780.69,787.27,776.04,781.6,64066590
2020-08-07,781.61,785.99,778.45,782.15,68194780
2020-08-10,782.5,791.67,782.5,784.3,79376100
2020-08-11,784.74,788.92,781.04,784.57,60223460
2020-08-12,784.58,790.01,784.23,788.42,71949730
2020-08-13,789.26,795.69,789.26,795.09,62104890
2020-08-14,795.13,801.61,789.12,791.98,85640670
2020-08-17,791.89,793.61,782.52,791.54,57165820
2020-08-18,791.6,792.13,784.93,786.95,41657400
2020-08-19,787.23,791.85,786.01,789.41,51465360
2020-08-20,789.49,793.35,783.57,786.11,65866250
2020-08-21,786.14,795.05,786.14,793.6,78118940
2020-08-24,793.46,810.17,793.46,809.69,102484240
2020-08-25,809.34,818.94,809.34,815.18,107201730
2020-08-26,815.19,816.68,811.45,812.36,89049860
2020-08-27,812.47,814.64,810.68,814.55,72352280
2020-08-28,814.69,828.88,814.69,821.93,102827430
2020-08-31,822.01,831.76,820.66,823.93,82419120
2020-09-01,823.27,832.87,821.74,832.03,78823790
2020-09-03,832.27,844.27,832.27,843.64,104709690
2020-09-04,843.22,843.22,833.54,840.54,103338380
2020-09-07,840.64,843.8,824.36,824.36,98247460
2020-09-08,824.62,829.22,819.02,827.57,81334060
2020-09-09,827.5,828.38,816.51,824.42,82985570
2020-09-10,825.15,832.61,825.15,825.85,67659910
2020-09-11,825.81,827.83,821.97,825.56,64103290
2020-09-14,825.69,833.09,825.69,832.24,65500510
2020-09-15,832.27,835.42,831.13,833.33,87508060
2020-09-16,833.31,834.52,831.33,834.5,54112550
2020-09-17,834.6,837.76,829.08,831.84,96606620
2020-09-18,832.46,842.1,832.46,841.26,94168740
2020-09-21,841.28,852.65,841.28,851.54,106118340
2020-09-22,851.43,854.69,846.03,852.72,130393430
2020-09-23,852.88,860.34,852.88,858.3,111915820
2020-09-24,858.14,858.89,852.29,853.21,90213290
2020-09-25,853.19,856.79,850.1,854.71,105360670
2020-09-28,854.84,863.98,854.84,863.31,134681820
2020-09-29,863.59,871.99,856.2,856.2,135082450
2020-09-30,856.07,860.1,852.54,858.54,104923280
2020-10-01,859.27,868.3,859.27,867.58,106515880
2020-10-02,867.93,870.8,850.61,861.51,164531140
2020-10-05,861.65,869.09,861.65,867.7,115090400
2020-10-06,867.74,872.39,866.12,871.37,148279580
2020-10-07,870.98,876.31,867.06,870.85,157151510
2020-10-08,870.88,873.13,864.55,869.82,139809540
2020-10-09,869.8,875.52,868.36,874.53,115723800
2020-10-12,874.72,882.84,871.58,874.9,130255360
2020-10-13,874.58,879.25,872.36,878.35,103915810
2020-10-14,878.94,892.25,878.94,892.15,176566350
2020-10-15,896.5,901.71,893.94,899.2,167589220
2020-10-16,899.58,906.17,892.7,901.59,157348820
2020-10-19,899.61,906.16,899.61,903.51,142169620
2020-10-20,903.57,909.49,899.42,909.49,179990420
2020-10-21,910.63,918.14,905.08,906.1,152206540
2020-10-22,905.85,918.3,901.96,918.3,133646710
2020-10-23,918.84,930.59,918.84,930.3,163038710
2020-10-26,929.5,942.72,919.56,919.56,167434310
2020-10-27,919.6,926.52,914.72,915.46,189908440
2020-10-28,913.37,916.0,888.88,888.88,183439080
2020-10-29,887.99,894.19,879.74,886.68,151632600
2020-10-30,887.34,893.42,875.84,892.55,130033580
2020-11-02,892.68,900.03,889.83,899.27,83556370
2020-11-03,899.73,904.78,897.3,902.14,110878290
2020-11-04,902.38,910.59,900.74,905.48,112218650
2020-11-05,905.55,913.2,903.64,903.64,97631160
2020-11-06,903.68,907.67,899.51,902.91,79120200
2020-11-09,903.13,917.42,903.13,917.42,108928030
2020-11-10,917.45,929.66,916.5,916.5,137867540
2020-11-11,916.98,919.95,910.39,916.68,114386310
2020-11-12,916.89,923.0,916.21,923.0,85346880
2020-11-13,923.04,931.2,923.0,931.2,122988700
2020-11-16,931.4,939.1,915.23,915.97,173012830
2020-11-17,916.25,934.65,916.25,934.65,129177640
2020-11-18,935.24,939.62,931.18,937.67,153573720
2020-11-19,938.6,945.06,936.32,944.92,166086320
2020-11-20,944.85,950.89,942.28,950.89,125700510
2020-11-23,950.98,961.35,946.14,960.03,164653110
2020-11-24,959.99,964.53,948.67,959.61,184868340
2020-11-25,959.68,963.81,957.09,960.63,175122450
2020-11-26,960.29,964.16,953.46,964.16,156138260
2020-11-27,964.32,971.11,963.69,971.11,142656350
2020-11-30,971.39,975.46,965.89,965.89,168722120
2020-12-01,963.57,976.44,951.92,976.35,213408260
2020-12-02,976.27,981.28,973.58,979.95,187854660
2020-12-03,980.17,986.4,978.16,985.44,183517840
2020-12-04,985.91,988.68,983.03,984.34,182020670
2020-12-07,984.25,992.59,984.07,992.01,148301050
2020-12-08,992.11,996.64,988.71,993.61,153446320
2020-12-09,993.68,1004.61,993.68,1004.03,180899680
2020-12-10,1004.42,1008.6,994.28,994.28,173563520
2020-12-11,994.34,1008.65,994.29,1008.65,127663730
2020-12-14,1008.86,1024.28,1008.86,1024.28,160378000
2020-12-15,1024.4,1025.34,1009.8,1013.02,173336680
2020-12-16,1013.66,1029.72,1013.66,1029.72,178525030
2020-12-17,1028.63,1028.63,1015.86,1016.95,226638630
2020-12-18,1017.99,1037.98,1017.99,1036.65,183606010
2020-12-21,1038.0,1052.85,1038.0,1049.71,187655270
2020-12-22,1051.17,1053.81,1043.8,1052.23,204617490
2020-12-23,1053.89,1058.91,1043.88,1045.7,203334040
2020-12-24,1045.97,1051.56,1013.9,1033.95,212709620
2020-12-25,1033.86,1052.16,1026.05,1052.13,161859380
2020-12-28,1053.37,1063.09,1047.45,1054.23,190250810
2020-12-29,1053.83,1062.61,1050.05,1058.39,153419410
2020-12-30,1059.2,1069.5,1055.25,1059.16,173017710
2020-12-31,1058.9,1074.02,1058.9,1070.77,136030310
2021-01-04,1072.44,1097.61,1072.44,1091.87,233730100
2021-01-05,1090.71,1106.29,1086.07,1104.3,191641100
2021-01-06,1105.74,1125.63,1104.99,1113.72,225226500
2021-01-07,1113.88,1130.59,1113.88,1130.59,215401400
2021-01-08,1131.0,1156.38,1131.0,1147.86,220086200
2021-01-11,1148.06,1165.99,1148.06,1163.4,222792000
2021-01-12,1163.44,1169.38,1155.9,1169.03,202517400
2021-01-13,1169.16,1178.44,1161.87,1164.57,187356100
2021-01-14,1165.22,1169.97,1156.58,1168.99,229616000
2021-01-15,1169.27,1185.46,1169.27,1182.2,211717400
2021-01-18,1183.25,1188.53,1171.96,1173.34,199288900
2021-01-19,1173.27,1173.61,1098.47,1107.32,324705300
2021-01-20,1108.92,1121.97,1073.13,1116.21,262600200
2021-01-21,1121.52,1152.9,1114.26,1151.3,204600400
2021-01-22,1151.56,1164.45,1147.88,1156.58,210394400
2021-01-25,1156.55,1164.7,1149.26,1154.29,198478400
2021-01-26,1153.94,1155.32,1107.54,1125.09,236714100
2021-01-27,1122.92,1125.25,1073.74,1083.63,241013700
2021-01-28,1080.83,1080.83,1008.53,1010.75,282129400
2021-01-29,1009.96,1070.05,978.85,1048.31,242653600
2021-02-01,1048.01,1068.93,1029.21,1029.86,175342500
2021-02-02,1029.55,1079.87,1025.18,1079.7,162837100
2021-02-03,1080.23,1122.04,1080.23,1117.98,204897000
2021-02-04,1117.52,1126.64,1103.11,1117.74,155634900
2021-02-05,1117.92,1135.5,1117.92,1135.5,139783900
2021-02-08,1135.59,1136.38,1077.4,1092.59,228472200
2021-02-09,1092.67,1129.49,1089.85,1129.49,173192200
2021-02-17,1130.19,1174.91,1130.19,1174.91,174115900
2021-02-18,1174.8,1187.94,1162.48,1187.94,183246200
2021-02-19,1186.7,1188.61,1168.18,1180.59,166179400
2021-02-22,1180.48,1190.48,1172.71,1180.55,175256400
2021-02-23,1180.38,1191.74,1174.18,1182.47,195049200
2021-02-24,1182.76,1192.04,1161.13,1167.18,178724400
2021-02-25,1168.22,1175.19,1158.06,1169.82,158378900
2021-02-26,1169.37,1175.4,1153.41,1173.6,178992100
2021-03-01,1173.72,1192.85,1173.72,1191.83,191028700
2021-03-02,1192.6,1203.84,1188.01,1194.71,169421200
2021-03-03,1194.78,1198.36,1189.14,1195.6,154440900
2021-03-04,1195.62,1200.42,1164.63,1174.29,183128200
2021-03-05,1174.36,1174.8,1157.45,1173.83,205207500
2021-03-08,1175.19,1186.29,1164.78,1170.0,164933700
2021-03-09,1169.89,1169.89,1150.18,1163.0,159976000
2021-03-10,1163.43,1173.58,1154.29,1172.26,156010800
2021-03-11,1172.94,1190.47,1172.94,1188.71,167311800
2021-03-12,1188.74,1193.97,1184.64,1187.81,147251900
2021-03-15,1187.84,1194.29,1184.32,1190.86,149674500
2021-03-16,1191.08,1192.15,1177.05,1187.84,163858900
2021-03-17,1188.31,1193.45,1183.83,1193.45,193596700
2021-03-18,1193.71,1211.54,1193.71,1211.54,155167300
2021-03-19,1211.08,1211.08,1201.17,1203.36,171417400
2021-03-22,1204.0,1207.28,1194.79,1198.54,161297800
2021-03-23,1198.49,1198.49,1182.22,1186.98,155689000
2021-03-24,1186.04,1186.04,1157.69,1165.61,190246400
2021-03-25,1165.8,1175.86,1159.25,1164.64,165895200
2021-03-26,1164.38,1170.75,1143.08,1167.19,172710300
2021-03-29,1167.3,1182.06,1167.3,1180.07,145667400
2021-03-30,1180.21,1192.9,1175.9,1190.86,217511900
2021-03-31,1190.96,1203.18,1189.47,1196.24,171904000
2021-04-01,1196.62,1227.56,1196.39,1226.16,222239500
2021-04-02,1226.84,1243.67,1226.84,1238.03,199249300
2021-04-05,1240.24,1256.12,1240.24,1249.9,219162300
2021-04-06,1248.43,1260.35,1245.16,1255.36,222982600
2021-04-07,1255.35,1257.77,1248.15,1257.77,213314200
2021-04-08,1257.75,1263.03,1249.45,1251.81,161341700
2021-04-09,1251.71,1256.06,1245.26,1253.26,173791500
2021-04-12,1254.39,1279.52,1254.39,1278.19,267960600
2021-04-13,1278.31,1298.78,1276.74,1277.35,255773400
2021-04-14,1277.31,1290.77,1263.89,1290.77,207521100
2021-04-15,1291.83,1300.84,1283.98,1284.2,236678100
2021-04-16,1283.18,1291.37,1262.52,1276.87,247667200
2021-04-19,1277.11,1306.22,1271.52,1306.22,210596900
2021-04-20,1308.03,1331.56,1303.68,1312.68,244920500
2021-04-22,1312.33,1317.5,1271.53,1271.53,232535000
2021-04-23,1271.52,1301.39,1262.89,1301.39,245629900
2021-04-26,1301.84,1305.73,1269.78,1275.04,216946500
2021-04-27,1274.32,1283.95,1264.57,1283.81,171780800
2021-04-28,1283.12,1296.48,1280.54,1294.06,206895500
2021-04-29,1294.79,1312.62,1294.79,1312.28,242336900
2021-05-04,1312.08,1329.18,1285.9,1328.03,274202700
2021-05-05,1328.47,1360.76,1328.47,1346.89,274663200
2021-05-06,1346.93,1352.57,1337.28,1344.64,226859700
2021-05-07,1344.09,1347.8,1329.51,1340.73,291435700
2021-05-10,1339.75,1371.51,1335.39,1370.66,302727000
2021-05-11,1370.71,1382.06,1359.19,1359.19,262049600
2021-05-12,1358.59,1380.23,1350.8,1380.17,264230000
2021-05-13,1379.19,1385.72,1370.18,1370.18,271897300
2021-05-14,1370.14,1386.09,1370.14,1380.02,251133900
2021-05-17,1381.13,1391.89,1371.22,1371.36,254610700
2021-05-18,1371.75,1381.36,1367.85,1378.59,252829000
2021-05-19,1378.97,1402.45,1378.43,1401.71,279667100
2021-05-20,1402.31,1424.92,1396.23,1424.92,270201500
2021-05-21,1424.77,1433.01,1412.78,1425.04,267790400
2021-05-24,1425.11,1433.59,1421.17,1430.48,256209400
2021-05-25,1428.42,1445.6,1427.56,1444.01,209778800
2021-05-26,1443.93,1456.55,1440.6,1455.11,233969200
2021-05-27,1455.48,1457.46,1433.76,1437.38,264785900
2021-05-28,1437.74,1460.68,1433.55,1458.78,300175000
2021-05-31,1459.04,1475.09,1449.66,1474.78,293022200
2021-06-01,1473.28,1496.55,1473.28,1482.92,255910200
2021-06-02,1483.53,1488.93,1469.49,1478.85,277182000
2021-06-03,1479.75,1506.27,1479.75,1504.37,318348000
2021-06-04,1504.18,1509.38,1496.36,1508.35,336486800
2021-06-07,1508.08,1508.65,1472.1,1484.1,309807000
2021-06-08,1481.88,1493.36,1436.72,1438.97,328466400
2021-06-09,1438.47,1465.93,1426.04,1457.76,279949900
2021-06-10,1457.17,1464.4,1443.74,1451.18,253444200
2021-06-11,1451.43,1489.95,1448.46,1487.61,264960500
2021-06-14,1488.88,1504.32,1483.82,1495.51,249571500
2021-06-15,1493.52,1498.75,1481.03,1487.04,239018700
2021-06-16,1486.76,1487.68,1462.99,1465.58,241627200
2021-06-17,1463.98,1469.44,1445.39,1461.91,211574000
2021-06-18,1461.96,1484.89,1461.96,1481.3,198662900
2021-06-21,1481.15,1486.12,1473.11,1478.29,205148100
2021-06-22,1481.13,1498.12,1481.13,1489.24,211641600
2021-06-23,1489.27,1502.79,1485.13,1489.53,197836400
2021-06-24,1489.51,1497.92,1482.38,1486.96,175257700
2021-06-25,1486.99,1500.94,1480.64,1500.3,180213400
2021-06-28,1502.02,1523.58,1502.02,1521.41,215306300
2021-06-29,1521.51,1536.96,1521.51,1529.97,203545700
2021-06-30,1530.33,1540.9,1528.1,1529.0,192676300
2021-07-01,1529.09,1545.14,1525.24,1545.14,253521100
2021-07-02,1546.54,1558.45,1546.54,1554.59,242776200
2021-07-05,1554.59,1560.44,1533.18,1557.41,309397900
2021-07-06,1557.92,1565.29,1488.42,1488.42,298837000
2021-07-07,1501.44,1538.77,1472.81,1538.77,306583400
2021-07-08,1530.4,1536.51,1509.9,1521.21,218880200
2021-07-09,1510.0,1526.35,1480.6,1494.43,287668400
2021-07-12,1488.29,1495.92,1406.14,1443.1,412553600
2021-07-13,1454.56,1457.05,1419.09,1440.87,174503600
2021-07-14,1442.2,1446.13,1395.16,1410.3,215228900
2021-07-15,1402.67,1441.57,1402.36,1430.29,189776500
2021-07-16,1439.96,1446.36,1433.16,1438.05,152452100
2021-07-19,1403.96,1413.24,1367.61,1374.15,268708600
2021-07-20,1379.41,1411.02,1357.31,1411.02,221511500
2021-07-21,1415.71,1422.8,1402.42,1406.54,149343500
2021-07-22,1404.49,1432.43,1400.2,1428.48,162697100
2021-07-23,1422.07,1430.43,1401.53,1401.53,235469400
2021-07-26,1397.01,1409.94,1384.87,1403.96,152848200
2021-07-27,1415.5,1423.3,1408.8,1409.85,190307000
2021-07-28,1406.25,1415.39,1402.6,1407.5,120700100
2021-07-29,1419.55,1427.55,1413.59,1427.55,166489800
2021-07-30,1430.48,1451.45,1428.85,1447.23,224343000
2021-08-02,1443.6,1457.89,1438.35,1448.21,198500500
2021-08-03,1449.97,1469.87,1449.33,1469.87,225709900
2021-08-04,1476.82,1480.28,1465.66,1472.2,218545200
2021-08-05,1469.13,1488.79,1465.1,1486.46,193618800
2021-08-06,1488.11,1491.52,1476.79,1476.79,211700400
2021-08-09,1472.78,1499.9,1467.32,1497.83,206115700
2021-08-10,1506.5,1508.92,1490.0,1494.41,185390800
2021-08-11,1497.13,1506.8,1487.91,1487.91,245343900
2021-08-12,1487.1,1493.69,1477.06,1477.06,184219700
2021-08-13,1477.72,1484.67,1463.48,1484.25,207219000
2021-08-16,1490.7,1504.03,1487.52,1500.77,258600300
2021-08-17,1508.41,1512.27,1488.74,1494.12,217175800
2021-08-18,1493.12,1500.17,1484.26,1489.54,192677500
2021-08-19,1489.74,1505.01,1479.6,1505.01,206497700
2021-08-20,1495.67,1497.03,1436.24,1450.45,348767300
2021-08-23,1443.67,1446.73,1412.0,1412.0,250637200
2021-08-24,1415.71,1423.46,1406.94,1418.26,203685300
2021-08-25,1420.74,1430.58,1411.07,1428.51,153263700
2021-08-26,1432.37,1433.67,1408.08,1412.45,152194200
2021-08-27,1403.99,1418.57,1391.88,1418.57,202511100
2021-08-30,1427.48,1434.25,1420.77,1431.05,154142100
2021-08-31,1435.52,1437.38,1425.71,1428.66,152484200
2021-09-01,1425.35,1434.73,1423.08,1426.94,176638100
2021-09-06,1433.03,1441.92,1429.55,1441.54,208734600
2021-09-07,1446.0,1454.82,1441.69,1444.1,205271300
2021-09-08,1447.43,1448.44,1431.38,1433.71,152206200
2021-09-09,1432.84,1449.16,1431.55,1447.28,166188800
2021-09-10,1451.78,1453.81,1447.44,1448.33,139146600
2021-09-13,1450.0,1454.72,1444.71,1444.99,162870500
2021-09-14,1444.24,1448.71,1436.98,1438.16,148168200
2021-09-15,1433.17,1447.64,1432.76,1444.85,130108600
2021-09-16,1452.89,1454.23,1442.77,1448.98,134634300
2021-09-17,1452.31,1459.94,1451.38,1455.59,188921000
2021-09-20,1468.11,1474.66,1454.95,1458.66,180834700
2021-09-21,1444.75,1455.71,1433.77,1446.22,167219900
2021-09-22,1449.44,1454.19,1440.02,1453.22,122875100
2021-09-23,1456.46,1466.0,1453.02,1458.23,138284900
2021-09-24,1460.63,1464.12,1456.89,1459.94,141119100
2021-09-27,1462.86,1464.5,1439.2,1439.2,148690000
2021-09-28,1433.7,1454.79,1430.89,1451.12,141163200
2021-09-29,1450.73,1453.66,1440.55,1450.52,169808300
2021-09-30,1452.76,1461.94,1452.55,1453.76,118787000
2021-10-01,1450.9,1453.24,1438.52,1441.83,188812300
2021-10-04,1442.87,1446.78,1433.05,1443.61,220195000
2021-10-05,1446.77,1456.37,1444.49,1456.21,152940400
2021-10-06,1461.98,1461.98,1453.78,1461.72,157608000
2021-10-07,1467.95,1470.64,1460.87,1462.74,142851700
2021-10-08,1466.78,1476.54,1463.07,1476.54,137767900
2021-10-11,1481.29,1511.21,1480.31,1510.27,211043700
2021-10-12,1514.78,1517.21,1504.24,1509.57,162655700
2021-10-13,1512.73,1519.11,1502.19,1505.55,137277800
2021-10-14,1504.85,1511.14,1498.21,1503.38,159952700
2021-10-15,1508.37,1512.61,1499.7,1504.84,151731800
2021-10-18,1508.88,1517.7,1505.39,1510.49,167733700
2021-10-19,1512.1,1513.83,1503.89,1507.19,142509300
2021-10-20,1507.19,1516.74,1486.26,1505.03,182022000
2021-10-21,1509.05,1510.2,1489.26,1489.26,166371200
2021-10-22,1495.32,1498.25,1486.57,1488.71,127282900
2021-10-25,1492.35,1492.35,1476.97,1476.97,202649000
2021-10-26,1474.36,1483.65,1467.02,1482.62,143685900
2021-10-27,1487.45,1516.46,1485.12,1516.46,201353000
2021-10-28,1522.11,1530.77,1513.12,1529.26,190779100
2021-10-29,1529.42,1534.51,1521.04,1532.35,197579000
2021-11-01,1534.17,1534.88,1513.98,1516.75,252416300
2021-11-02,1514.91,1522.9,1514.75,1521.35,186412200
2021-11-03,1526.38,1537.59,1519.39,1530.65,324556200
2021-11-04,1531.92,1535.9,1524.54,1528.21,173097200
2021-11-05,1531.06,1536.47,1523.16,1531.76,156544900
2021-11-08,1535.12,1541.83,1528.71,1535.66,219015500
2021-11-09,1539.25,1542.75,1524.36,1527.13,210505900
2021-11-10,1530.69,1531.7,1518.89,1523.79,204461200
2021-11-11,1524.73,1526.72,1503.77,1514.36,258427300
2021-11-12,1514.96,1529.47,1504.52,1527.94,152556600
2021-11-15,1534.16,1534.44,1521.94,1528.68,232161500
2021-11-16,1527.11,1530.32,1513.5,1517.22,214948000
2021-11-17,1517.67,1522.5,1513.65,1519.58,165538300
2021-11-18,1522.39,1523.19,1503.42,1503.42,256828300
2021-11-19,1507.45,1521.63,1486.59,1500.05,322630600
2021-11-22,1503.19,1530.43,1502.25,1517.04,274789700
2021-11-23,1518.39,1533.12,1513.23,1533.12,173026700
2021-11-24,1534.87,1567.77,1530.61,1565.29,371792500
2021-11-25,1573.29,1579.56,1567.67,1572.46,255689400
2021-11-26,1576.52,1587.0,1564.39,1566.55,286506800
2021-11-29,1541.22,1558.86,1541.22,1553.04,270835200
2021-11-30,1567.44,1568.09,1531.82,1537.59,254246000
2021-12-01,1536.67,1549.81,1531.2,1549.81,183018700
2021-12-02,1553.21,1555.49,1540.88,1540.88,155692100
